date;content;text_clean;case_folding;tokens;review;polarity;sentiment;label
2022-09-04 23:46:41+00:00;@Dennysiregar7 Mas..kenapa SPBU Vivo bisa lebih murah dari Pertamina ya;Maskenapa SPBU Vivo bisa lebih murah dari Pertamina;maskenapa spbu vivo bisa lebih murah dari pertamina;['maskenapa', 'spbu', 'vivo', 'lebih', 'murah', 'dari', 'pertamina'];maskenapa spbu vivo lebih murah dari pertamina;-1;0;Negative
2022-09-03 23:05:35+00:00;@CNNIndonesia Iya naik, tapi perusahaan pertamina aja yang naik 😆;Iya naik tapi perusahaan pertamina aja yang naik;iya naik tapi perusahaan pertamina aja yang naik;['iya', 'naik', 'usah', 'pertamina', 'saja', 'yang', 'naik'];iya naik usah pertamina saja yang naik;-11;0;Negative
2022-09-04 01:38:55+00:00;@aindraku @msaid_didu Setuju reformasi utk Pertamina.  Setelah naik apakah direksi dan komisaris2nya masih layak menjabat, dipertahankan n dibutuhkan ?!  Ciiiuuuss nanya, boleh dong gantian ama gua atau anda2 berminat stlh audit total oleh pihak independent ?! .. gimana .. setuju ?!  😁😁;Setuju reformasi utk Pertamina Setelah naik apakah direksi dan komisaris nya masih layak menjabat dipertahankan dibutuhkan Ciiiuuuss nanya boleh dong gantian ama gua atau anda berminat stlh audit total oleh pihak independent gimana setuju;setuju reformasi utk pertamina setelah naik apakah direksi dan komisaris nya masih layak menjabat dipertahankan dibutuhkan ciiiuuuss nanya boleh dong gantian ama gua atau anda berminat stlh audit total oleh pihak independent gimana setuju;['tuju', 'reformasi', 'pertamina', 'naik', 'direksi', 'komisaris', 'layak', 'jabat', 'tahan', 'butuh', 'cius', 'nanya', 'boleh', 'ganti', 'sama', 'aku', 'anda', 'minat', 'stlh', 'audit', 'total', 'pihak', 'independent', 'gimana', 'tuju'];tuju reformasi pertamina naik direksi komisaris layak jabat tahan butuh cius nanya boleh ganti sama aku anda minat stlh audit total pihak independent gimana tuju;-14;0;Negative
2022-09-03 16:45:20+00:00;klo mau  bales  pertamina kudu gitu emang. gpp yg laen lebih mahal dikit asal jgn beli pertamina😂 https://t.co/4vT3Z3O0RX;klo mau bales pertamina kudu gitu emang gpp laen lebih mahal dikit asal jgn beli pertamina;klo mau bales pertamina kudu gitu emang gpp laen lebih mahal dikit asal jgn beli pertamina;['kalau', 'mau', 'bales', 'pertamina', 'harus', 'gitu', 'memang', 'gapapa', 'laen', 'lebih', 'mahal', 'dikit', 'jangan', 'beli', 'pertamina'];kalau mau bales pertamina harus gitu memang gapapa laen lebih mahal dikit jangan beli pertamina;-9;0;Negative
2022-09-04 04:46:32+00:00;Pertalite Jadi Rp10.000/Liter, Erick Thohir Minta Pertamina Siaga Jaga Pasokan https://t.co/rE8w7ieQqt;Pertalite Jadi Liter Erick Thohir Minta Pertamina Siaga JagaPasokan;pertalite jadi liter erick thohir minta pertamina siaga jagapasokan;['pertalite', 'jadi', 'liter', 'erick', 'thohir', 'minta', 'pertamina', 'siaga', 'jagapasokan'];pertalite jadi liter erick thohir minta pertamina siaga jagapasokan;-2;0;Negative
2022-09-04 04:16:33+00:00;Banyak SPBU di Sragen Diduga Nakal dan Tak Jujur, Pertamina Bakal Cek ke Lapangan. Masyarakat Diminta Lapor ke Call… https://t.co/8ffaZjtAWZ https://t.co/TK8C30duyC;Banyak SPBU Sragen Diduga Nakal dan Tak Jujur Pertamina Bakal Cek Lapangan Masyarakat Diminta Lapor Call;banyak spbu sragen diduga nakal dan tak jujur pertamina bakal cek lapangan masyarakat diminta lapor call;['banyak', 'spbu', 'sragen', 'duga', 'nakal', 'tidak', 'jujur', 'pertamina', 'cek', 'lapang', 'masyarakat', 'lapor', 'cal'];banyak spbu sragen duga nakal tidak jujur pertamina cek lapang masyarakat lapor cal;-4;0;Negative
2022-09-03 16:42:45+00:00;@detiksport @jokowi @poldajateng_ @TRANS7 @pertamina @KemenBUMN @ratnadumila Saya berangkat mengajar jam 6.15-6.30 saya selalu menyampaikan ini berulang2 dan saya sekarang ada di SEMARANG @jokowi plonga plongo.;Saya berangkat mengajar jam saya selalu menyampaikan ini berulang dan saya sekarang ada SEMARANG plonga plongo;saya berangkat mengajar jam saya selalu menyampaikan ini berulang dan saya sekarang ada semarang plonga plongo;['saya', 'berangkat', 'ajar', 'jam', 'saya', 'sampai', 'ulang', 'saya', 'ada', 'semarang', 'plonga', 'plongo'];saya berangkat ajar jam saya sampai ulang saya ada semarang plonga plongo;-16;0;Negative
2022-09-04 00:27:03+00:00;Mending cut off anggaran unfaedah spt IKN, BRIN, BPIP, Stafsus sekaligus transformasi Pertamina dan tutup BUMN/D yg unprofitable.;Mending cut off anggaran unfaedah spt IKN BRIN BPIP Stafsus sekaligus transformasi Pertamina dan tutup BUMND unprofitable;mending cut off anggaran unfaedah spt ikn brin bpip stafsus sekaligus transformasi pertamina dan tutup bumnd unprofitable;['mending', 'cut', 'angaran', 'unfaedah', 'seperti', 'ikn', 'brin', 'bpip', 'stafsus', 'transformasi', 'pertamina', 'tutup', 'bumnd', 'unprofitable'];mending cut angaran unfaedah seperti ikn brin bpip stafsus transformasi pertamina tutup bumnd unprofitable;-4;0;Negative
2022-09-04 03:20:38+00:00;@aindraku Kalau bisa jangan reformasi Pertamina saja, bisa2 ya pengelola negara gak mampu.;Kalau bisa jangan reformasi Pertamina saja bisa pengelola negara gak mampu;kalau bisa jangan reformasi pertamina saja bisa pengelola negara gak mampu;['kalau', 'jangan', 'reformasi', 'pertamina', 'saja', 'kelola', 'negara', 'tidak', 'mampu'];kalau jangan reformasi pertamina saja kelola negara tidak mampu;-14;0;Negative
2022-09-04 06:31:48+00:00;Andaikan aturan Batas Bawah harga BBM dicabut pemerintah, gw yakin Pertamina akan lbih cepat bangkrut, kegilas Pertamini. https://t.co/bwyn7cbXva;Andaikan aturan Batas Bawah harga BBM dicabut pemerintah yakin Pertamina akan lbih cepat bangkrut kegilas Pertamini;andaikan aturan batas bawah harga bbm dicabut pemerintah yakin pertamina akan lbih cepat bangkrut kegilas pertamini;['andai', 'atur', 'batas', 'harga', 'bm', 'cabut', 'perintah', 'yakin', 'pertamina', 'lbih', 'cepat', 'bangkrut', 'gilas', 'pertamini'];andai atur batas harga bm cabut perintah yakin pertamina lbih cepat bangkrut gilas pertamini;-9;0;Negative
2022-09-03 13:34:52+00:00;SEDANG BERLANGSUNG Persija Jakarta vs Bhayangkara FC Liga 1 Malam Ini di TV Online: KLIK DI SINI Link Live https://t.co/FYWaD0CHcJ #PersijaDay #PersijaJakarta Demo Gaji Mahasiswa Pertamina;SEDANG BERLANGSUNG Persija Jakarta Bhayangkara Liga Malam Ini Online KLIK SINI Link Live Demo Gaji Mahasiswa Pertamina;sedang berlangsung persija jakarta bhayangkara liga malam ini online klik sini link live demo gaji mahasiswa pertamina;['persija', 'jakarta', 'bhayangkara', 'liga', 'malam', 'online', 'klik', 'link', 'live', 'demo', 'gaji', 'mahasiswa', 'pertamina'];persija jakarta bhayangkara liga malam online klik link live demo gaji mahasiswa pertamina;-1;0;Negative
2022-09-03 14:17:22+00:00;Hanya Pecundang yang Masih Mainkan Isu Islamophobia |  Jokowi Gaji Cebong Rp 5.150 Pertamina Slebew Pemerintah Dirumah Rp 10.000  Mahasiswa #BreakingNews #TuntutKominfo #SubsidiBBMBodong #BebanHidupMeroket #BBM_NaikJokowiTurun #JokowiMundurAtauRevolusi https://t.co/XNXYf7Gj6A;Hanya Pecundang yang Masih Mainkan Isu Islamophobia Jokowi Gaji Cebong Pertamina Slebew Pemerintah Dirumah Mahasiswa;hanya pecundang yang masih mainkan isu islamophobia jokowi gaji cebong pertamina slebew pemerintah dirumah mahasiswa;['hanya', 'cundang', 'yang', 'main', 'isu', 'islamophobia', 'jokowi', 'gaji', 'cebong', 'pertamina', 'perintah', 'rumah', 'mahasiswa'];hanya cundang yang main isu islamophobia jokowi gaji cebong pertamina perintah rumah mahasiswa;-6;0;Negative
2022-09-03 16:08:41+00:00;@ogud_belitong @Jphms @jokowi @pertamina Yang kaleng paling kecil 14.000. merk Axe,Spalding,dll;Yang kaleng paling kecil merk AxeSpaldingdll;yang kaleng paling kecil merk axespaldingdll;['yang', 'kaleng', 'kecil', 'merk', 'axespaldingdl'];yang kaleng kecil merk axespaldingdl;-8;0;Negative
2022-09-03 13:54:45+00:00;Wahai kalian yg rindu kemenangan, wahai kalian yg turun ke jalan.  Selamat anda tidak jadi kena prank karena naik harga it s real  Pertamina Demo Gaji Mahasiswa https://t.co/rZQwWhlar7;Wahai kalian rindu kemenangan wahai kalian turun jalan Selamat anda tidak jadi kena prank karena naik harga real Pertamina Demo Gaji Mahasiswa;wahai kalian rindu kemenangan wahai kalian turun jalan selamat anda tidak jadi kena prank karena naik harga real pertamina demo gaji mahasiswa;['rindu', 'menang', 'turun', 'jalan', 'selamat', 'anda', 'tidak', 'jadi', 'kena', 'prank', 'karena', 'naik', 'harga', 'real', 'pertamina', 'demo', 'gaji', 'mahasiswa'];rindu menang turun jalan selamat anda tidak jadi kena prank karena naik harga real pertamina demo gaji mahasiswa;-13;0;Negative
2022-09-03 10:18:52+00:00;@Khoirunnisa378 @MIFTAHF72868283 @CNNIndonesia Pertamina itu dari dulu sd mau djual , gar2 orang TOLOL merasa nasionalis di bela jd beban negara yg beban rakyat jg, kyk lo,  AHOK itu komisaris tau gk lo peran Komisars di UU PT yg tugas nya gk berdampak, dari sini aja lo bengak banding2in dgn ahok https://t.co/mjtE8qD2sd;Pertamina itu dari dulu mau djual gar orang TOLOL merasa nasionalis bela beban negara beban rakyat kyk AHOK itu komisaris tau peran Komisars tugas nya berdampak dari sini aja bengak banding dgn ahok;pertamina itu dari dulu mau djual gar orang tolol merasa nasionalis bela beban negara beban rakyat kyk ahok itu komisaris tau peran komisars tugas nya berdampak dari sini aja bengak banding dgn ahok;['pertamina', 'itu', 'dari', 'mau', 'djual', 'gar', 'orang', 'tolol', 'rasa', 'nasionalis', 'bela', 'beban', 'negara', 'beban', 'rakyat', 'kayak', 'ahok', 'itu', 'komisaris', 'tau', 'peran', 'komisaris', 'tugas', 'dampak', 'dari', 'saja', 'bengak', 'banding', 'ahok'];pertamina itu dari mau djual gar orang tolol rasa nasionalis bela beban negara beban rakyat kayak ahok itu komisaris tau peran komisaris tugas dampak dari saja bengak banding ahok;-47;0;Negative
2022-09-03 07:36:54+00:00;@skandalmedia @pertamina @KemenBUMN @KementerianESDM @jokowi @CCICPolri @AndhikaPerkasa @BSSN_RI 🤣 tuh kan, tololnya junjungan wan Kadrun emang menular, bahkan lebih radikal dari teroris biasa 🤭;tuh kan tololnya junjungan wan Kadrun emang menular bahkan lebih radikal dari teroris biasa;tuh kan tololnya junjungan wan kadrun emang menular bahkan lebih radikal dari teroris biasa;['itu', 'tolol', 'junjung', 'wan', 'kadrun', 'memang', 'tular', 'lebih', 'radikal', 'dari', 'teroris', 'biasa'];itu tolol junjung wan kadrun memang tular lebih radikal dari teroris biasa;-28;0;Negative
2022-09-04 15:08:50+00:00;@msaid_didu Mau nanya nih .... Sbnrnya yg disubsidi itu rakyat atau pertamina yaak ? Serius nanya nih...;Mau nanya nih Sbnrnya disubsidi itu rakyat atau pertamina yaak Serius nanya nih;mau nanya nih sbnrnya disubsidi itu rakyat atau pertamina yaak serius nanya nih;['mau', 'nanya', 'sbnrnya', 'subsidi', 'itu', 'rakyat', 'pertamina', 'yak', 'serius', 'nanya'];mau nanya sbnrnya subsidi itu rakyat pertamina yak serius nanya;-5;0;Negative
2022-09-04 15:31:46+00:00;Motor gue biasa pake vpower, waktu itu vpower tembus 20100/liter, dan bikin gue nyoba pertamina. Awalnya gue ngisi pertamax, dan motor gue tarikannya kasar bgt, terus gue upgrade pertamax turbo, maaih kasar juga dong. Sumpah cuma vpower shell yg bikin motor tuh enak.;Motor gue biasa pake vpower waktu itu vpower tembus liter dan bikin gue nyoba pertamina Awalnya gue ngisi pertamax dan motor gue tarikannya kasar bgt terus gue upgrade pertamax turbo maaih kasar juga dong Sumpah cuma vpower shell bikin motor tuh enak;motor gue biasa pake vpower waktu itu vpower tembus liter dan bikin gue nyoba pertamina awalnya gue ngisi pertamax dan motor gue tarikannya kasar bgt terus gue upgrade pertamax turbo maaih kasar juga dong sumpah cuma vpower shell bikin motor tuh enak;['motor', 'aku', 'biasa', 'pakai', 'vpower', 'itu', 'vpower', 'tembus', 'liter', 'aku', 'nyoba', 'pertamina', 'aku', 'isi', 'pertamax', 'motor', 'aku', 'tarikanya', 'kasar', 'banget', 'aku', 'upgrade', 'pertamax', 'turbo', 'maih', 'kasar', 'sumpah', 'cuma', 'vpower', 'shel', 'motor', 'itu', 'enak'];motor aku biasa pakai vpower itu vpower tembus liter aku nyoba pertamina aku isi pertamax motor aku tarikanya kasar banget aku upgrade pertamax turbo maih kasar sumpah cuma vpower shel motor itu enak;-2;0;Negative
2022-09-03 17:55:41+00:00;BBM naik 20% - 30 % ribuuutt, kakean wong pinteerr, akeh provokatoorr gang sebelah, Cookkk...Kontiill, kontilll, @pertamina teruss, teruuus, Asuu...;BBM naik ribuuutt kakean wong pinteerr akeh provokatoorr gang sebelah CookkkKontiill kontilll teruss teruuus Asuu;bbm naik ribuuutt kakean wong pinteerr akeh provokatoorr gang sebelah cookkkkontiill kontilll teruss teruuus asuu;['bm', 'naik', 'ribut', 'kakean', 'pinter', 'banyak', 'provokator', 'gang', 'belah', 'cokontil', 'kontil', 'anjing'];bm naik ribut kakean pinter banyak provokator gang belah cokontil kontil anjing;-13;0;Negative
2022-09-03 10:24:09+00:00;Para cebong dan BuzzeRp posting perbandingan harga BBM pertamina dengan perusahaan lainnya. Dasar Begok lo pikir indonesah itu cm kota2 gede yang berserakan SPBU non PERTAMINA?;Para cebong dan BuzzeRp posting perbandingan harga BBM pertamina dengan perusahaan lainnya Dasar Begok pikir indonesah itu kota gede yang berserakan SPBU non PERTAMINA;para cebong dan buzzerp posting perbandingan harga bbm pertamina dengan perusahaan lainnya dasar begok pikir indonesah itu kota gede yang berserakan spbu non pertamina;['para', 'cebong', 'buzerp', 'posting', 'banding', 'harga', 'bm', 'pertamina', 'usah', 'dasar', 'bodoh', 'pikir', 'indonesah', 'itu', 'kota', 'banyak', 'yang', 'sera', 'spbu', 'non', 'pertamina'];para cebong buzerp posting banding harga bm pertamina usah dasar bodoh pikir indonesah itu kota banyak yang sera spbu non pertamina;-14;0;Negative
2022-09-03 16:06:31+00:00;@dts10_ parahnya udah seminggu daftar my pertamina, masih menunggu di verifikasi 🙃 semua ini serba menyulitkan mak wkwk;parahnya udah seminggu daftar pertamina masih menunggu verifikasi semua ini serba menyulitkan mak wkwk;parahnya udah seminggu daftar pertamina masih menunggu verifikasi semua ini serba menyulitkan mak wkwk;['parah', 'sudah', 'semingu', 'daftar', 'pertamina', 'tungu', 'verifikasi', 'semua', 'serba', 'sulit', 'mak', 'wkwk'];parah sudah semingu daftar pertamina tungu verifikasi semua serba sulit mak wkwk;-9;0;Negative
2022-09-04 05:07:52+00:00;@Megatop99 @jokowi @pertamina Bbm naik bukan krn arogani pmrth lbh krn agar negara tdk bangkrut krn krisis pangan energi gara2 perang rusia dn ukraina, klo ngra bangkrut ap lbh hancur lgi,ad bbm bsa buat nyari duit,rokok naik tiap tahun bikin penyakitan kok pada diam aja?! https://t.co/a0aCgA4Cjo;Bbm naik bukan krn arogani pmrth lbh krn agar negara tdk bangkrut krn krisis pangan energi gara perang rusia ukraina klo ngra bangkrut lbh hancur lgiad bbm bsa buat nyari duitrokok naik tiap tahun bikin penyakitan kok pada diam aja;bbm naik bukan krn arogani pmrth lbh krn agar negara tdk bangkrut krn krisis pangan energi gara perang rusia ukraina klo ngra bangkrut lbh hancur lgiad bbm bsa buat nyari duitrokok naik tiap tahun bikin penyakitan kok pada diam aja;['bm', 'naik', 'bukan', 'karena', 'arogan', 'pmrth', 'lebih', 'karena', 'agar', 'negara', 'tidak', 'bangkrut', 'karena', 'krisis', 'pangan', 'energi', 'karena', 'perang', 'rusia', 'ukraina', 'kalau', 'ngra', 'bangkrut', 'lebih', 'hancur', 'lgiad', 'bm', 'bsa', 'buat', 'cari', 'duitrokok', 'naik', 'sakit', 'pada', 'diam', 'saja'];bm naik bukan karena arogan pmrth lebih karena agar negara tidak bangkrut karena krisis pangan energi karena perang rusia ukraina kalau ngra bangkrut lebih hancur lgiad bm bsa buat cari duitrokok naik sakit pada diam saja;-49;0;Negative
2022-09-04 02:49:44+00:00;@aihashiran ANJRIT MEGAWATI MASUK BJB GA LAGI JAKARTA PERTAMINA FASTRON ????;ANJRIT MEGAWATI MASUK BJB LAGI JAKARTA PERTAMINA FASTRON;anjrit megawati masuk bjb lagi jakarta pertamina fastron;['anjing', 'megawati', 'masuk', 'bjb', 'lagi', 'jakarta', 'pertamina', 'fastron'];anjing megawati masuk bjb lagi jakarta pertamina fastron;-15;0;Negative
2022-09-03 21:13:01+00:00;@geloraco Mundur sajalah jk sdh tak mampu. Bukti SPBU Vivo Ron 89 di jual 8.900, pertamina ron 90 bapak jual 10.000. Bapak sering banding2ke harga dg negara lain. Di negeri sendiri SPBU vivo lebih murah;Mundur sajalah sdh tak mampu Bukti SPBU Vivo Ron jual pertamina ron bapak jual Bapak sering banding harga negara lain negeri sendiri SPBU vivo lebih murah;mundur sajalah sdh tak mampu bukti spbu vivo ron jual pertamina ron bapak jual bapak sering banding harga negara lain negeri sendiri spbu vivo lebih murah;['mundur', 'sudah', 'tidak', 'mampu', 'bukti', 'spbu', 'vivo', 'ron', 'jual', 'pertamina', 'ron', 'jual', 'sering', 'banding', 'harga', 'negara', 'lain', 'negeri', 'sendiri', 'spbu', 'vivo', 'lebih', 'murah'];mundur sudah tidak mampu bukti spbu vivo ron jual pertamina ron jual sering banding harga negara lain negeri sendiri spbu vivo lebih murah;-6;0;Negative
2022-09-04 14:50:12+00:00;Cant relate sama vivo soalnya hidup di kota kota yg pom bensinnya cuma pertamina doang jadi yaudah pasrah;Cant relate sama vivo soalnya hidup kota kota pom bensinnya cuma pertamina doang jadi yaudah pasrah;cant relate sama vivo soalnya hidup kota kota pom bensinnya cuma pertamina doang jadi yaudah pasrah;['cant', 'relate', 'sama', 'vivo', 'soal', 'hidup', 'kota', 'kota', 'pom', 'bensinya', 'cuma', 'pertamina', 'saja', 'jadi', 'yaudah', 'pasrah'];cant relate sama vivo soal hidup kota kota pom bensinya cuma pertamina saja jadi yaudah pasrah;-12;0;Negative
